date,antam_0_5g_idr,antam_1g_idr,antam_2g_idr,antam_3g_idr,antam_5g_idr,antam_10g_idr,antam_25g_idr,antam_50g_idr,antam_100g_idr,antam_250g_idr,antam_500g_idr,antam_1000g_idr,antam_0_5g_buyback_idr,antam_1g_buyback_idr,antam_2g_buyback_idr,antam_3g_buyback_idr,antam_5g_buyback_idr,antam_10g_buyback_idr,antam_25g_buyback_idr,antam_50g_buyback_idr,antam_100g_buyback_idr,antam_250g_buyback_idr,antam_500g_buyback_idr,antam_1000g_buyback_idr,usd_idr,world_gold_idr_gram,world_gold_usd_oz,world_silver_usd_oz
2010-07-20,213581,412000,814895,1218531,2025804,4043244,10089056,20166123,40320380,100760656,201489424,402972792,196495,379040,749703,1121049,1863740,3719784,9281932,18552833,37094750,92699804,185370270,370734969,,,,
2010-07-21,214099,413000,816873,1221489,2030721,4053058,10113544,20215070,40418245,101005221,201978476,403950881,196971,379960,751523,1123770,1868263,3728813,9304460,18597864,37184785,92924803,185820198,371634811,,,,
2010-07-22,213581,412000,814895,1218531,2025804,4043244,10089056,20166123,40320380,100760656,201489424,402972792,196495,379040,749703,1121049,1863740,3719784,9281932,18552833,37094750,92699804,185370270,370734969,,,,
2010-07-23,214618,414000,818851,1224446,2035638,4062872,10138032,20264017,40516110,101249786,202467528,404928970,197449,380880,753343,1126490,1872787,3737842,9326989,18642896,37274821,93149803,186270126,372534652,,,,
2010-07-26,214099,413000,816873,1221489,2030721,4053058,10113544,20215070,40418245,101005221,201978476,403950881,196971,379960,751523,1123770,1868263,3728813,9304460,18597864,37184785,92924803,185820198,371634811,,,,
2010-07-27,213062,411000,812917,1215574,2020887,4033431,10064568,20117176,40222515,100516092,201000372,401994702,196017,378120,747884,1118328,1859216,3710757,9259403,18507802,37004714,92474805,184920342,369835126,,,,
2010-07-28,212026,409000,808961,1209658,2011053,4013803,10015592,20019282,40026785,100026962,200022268,400038524,195064,376280,744244,1112885,1850169,3692699,9214345,18417739,36824642,92024805,184020487,368035442,,,,
2010-07-29,212544,410000,810939,1212616,2015970,4023617,10040080,20068229,40124650,100271527,200511320,401016613,195540,377200,746064,1115607,1854692,3701728,9236874,18462771,36914678,92249805,184470414,368935284,,,,
2010-07-30,212544,410000,810939,1212616,2015970,4023617,10040080,20068229,40124650,100271527,200511320,401016613,195540,377200,746064,1115607,1854692,3701728,9236874,18462771,36914678,92249805,184470414,368935284,,,,
2010-08-02,212544,410000,810939,1212616,2015970,4023617,10040080,20068229,40124650,100271527,200511320,401016613,195540,377200,746064,1115607,1854692,3701728,9236874,18462771,36914678,92249805,184470414,368935284,,,,
2010-08-03,212544,410000,810939,1212616,2015970,4023617,10040080,20068229,40124650,100271527,200511320,401016613,195540,377200,746064,1115607,1854692,3701728,9236874,18462771,36914678,92249805,184470414,368935284,,,,
2010-08-04,213062,411000,812917,1215574,2020887,4033431,10064568,20117176,40222515,100516092,201000372,401994702,196017,378120,747884,1118328,1859216,3710757,9259403,18507802,37004714,92474805,184920342,369835126,,,,
2010-08-05,213581,412000,814895,1218531,2025804,4043244,10089056,20166123,40320380,100760656,201489424,402972792,196495,379040,749703,1121049,1863740,3719784,9281932,18552833,37094750,92699804,185370270,370734969,,,,
2010-08-06,213581,412000,814895,1218531,2025804,4043244,10089056,20166123,40320380,100760656,201489424,402972792,196495,379040,749703,1121049,1863740,3719784,9281932,18552833,37094750,92699804,185370270,370734969,,,,
2010-08-09,214099,413000,816873,1221489,2030721,4053058,10113544,20215070,40418245,101005221,201978476,403950881,196971,379960,751523,1123770,1868263,3728813,9304460,18597864,37184785,92924803,185820198,371634811,,,,
2010-08-10,213581,412000,814895,1218531,2025804,4043244,10089056,20166123,40320380,100760656,201489424,402972792,196495,379040,749703,1121049,1863740,3719784,9281932,18552833,37094750,92699804,185370270,370734969,,,,
2010-08-11,214099,413000,816873,1221489,2030721,4053058,10113544,20215070,40418245,101005221,201978476,403950881,196971,379960,751523,1123770,1868263,3728813,9304460,18597864,37184785,92924803,185820198,371634811,,,,
2010-08-12,214618,414000,818851,1224446,2035638,4062872,10138032,20264017,40516110,101249786,202467528,404928970,197449,380880,753343,1126490,1872787,3737842,9326989,18642896,37274821,93149803,186270126,372534652,,,,
2010-08-13,216691,418000,826762,1236277,2055306,4102127,10235984,20459804,40907570,102228045,204423736,408841327,199356,384560,760621,1137375,1890882,3773957,9417105,18823020,37634964,94049801,188069837,376134021,,,,
2010-08-16,216691,418000,826762,1236277,2055306,4102127,10235984,20459804,40907570,102228045,204423736,408841327,199356,384560,760621,1137375,1890882,3773957,9417105,18823020,37634964,94049801,188069837,376134021,,,,
2010-08-18,217728,420000,830718,1242192,2065140,4121754,10284960,20557698,41103300,102717174,205401840,410797506,200310,386400,764261,1142817,1899929,3792014,9462163,18913082,37815036,94499800,188969693,377933706,,,,
2010-08-19,218246,421000,832696,1245150,2070057,4131568,10309448,20606645,41201165,102961739,205890892,411775595,200786,387320,766080,1145538,1904452,3801043,9484692,18958113,37905072,94724800,189419621,378833547,,,,
2010-08-20,218246,421000,832696,1245150,2070057,4131568,10309448,20606645,41201165,102961739,205890892,411775595,200786,387320,766080,1145538,1904452,3801043,9484692,18958113,37905072,94724800,189419621,378833547,,,,
2010-08-23,217728,420000,830718,1242192,2065140,4121754,10284960,20557698,41103300,102717174,205401840,410797506,200310,386400,764261,1142817,1899929,3792014,9462163,18913082,37815036,94499800,188969693,377933706,,,,
2010-08-24,216691,418000,826762,1236277,2055306,4102127,10235984,20459804,40907570,102228045,204423736,408841327,199356,384560,760621,1137375,1890882,3773957,9417105,18823020,37634964,94049801,188069837,376134021,,,,
2010-08-25,217728,420000,830718,1242192,2065140,4121754,10284960,20557698,41103300,102717174,205401840,410797506,200310,386400,764261,1142817,1899929,3792014,9462163,18913082,37815036,94499800,188969693,377933706,,,,
2010-08-26,218765,422000,834674,1248107,2074974,4141381,10333936,20655592,41299030,103206303,206379944,412753685,201264,388240,767900,1148258,1908976,3810071,9507221,19003145,37995108,94949799,189869548,379733390,,,,
2010-08-27,219283,423000,836652,1251065,2079891,4151195,10358424,20704539,41396895,103450868,206868996,413731774,201740,389160,769720,1150980,1913500,3819099,9529750,19048176,38085143,95174799,190319476,380633232,,,,
2010-08-30,218765,422000,834674,1248107,2074974,4141381,10333936,20655592,41299030,103206303,206379944,412753685,201264,388240,767900,1148258,1908976,3810071,9507221,19003145,37995108,94949799,189869548,379733390,,,,
2010-08-31,218765,422000,834674,1248107,2074974,4141381,10333936,20655592,41299030,103206303,206379944,412753685,201264,388240,767900,1148258,1908976,3810071,9507221,19003145,37995108,94949799,189869548,379733390,,,,
2010-09-01,220838,426000,842585,1259938,2094642,4180636,10431888,20851379,41690490,104184562,208336152,416666042,203171,391920,775178,1159143,1927071,3846185,9597337,19183269,38355251,95849797,191669260,383332759,,,,
2010-09-02,220320,425000,840608,1256980,2089725,4170823,10407400,20802432,41592625,103939998,207847100,415687952,202694,391000,773359,1156422,1922547,3837157,9574808,19138237,38265215,95624798,191219332,382432916,,,,
2010-09-03,220838,426000,842585,1259938,2094642,4180636,10431888,20851379,41690490,104184562,208336152,416666042,203171,391920,775178,1159143,1927071,3846185,9597337,19183269,38355251,95849797,191669260,383332759,,,,
2010-09-06,220320,425000,840608,1256980,2089725,4170823,10407400,20802432,41592625,103939998,207847100,415687952,202694,391000,773359,1156422,1922547,3837157,9574808,19138237,38265215,95624798,191219332,382432916,,,,
2010-09-07,219802,424000,838630,1254022,2084808,4161009,10382912,20753486,41494760,103695433,207358048,414709863,202218,390080,771540,1153700,1918023,3828128,9552279,19093207,38175179,95399798,190769404,381533074,,,,
2010-09-08,221357,427000,844563,1262895,2099559,4190450,10456376,20900326,41788355,104429127,208825204,417644131,203648,392840,776998,1161863,1931594,3855214,9619866,19228300,38445287,96074797,192119188,384232601,,,,
2010-09-14,220838,426000,842585,1259938,2094642,4180636,10431888,20851379,41690490,104184562,208336152,416666042,203171,391920,775178,1159143,1927071,3846185,9597337,19183269,38355251,95849797,191669260,383332759,,,,
2010-09-15,223430,431000,852475,1274726,2119227,4229705,10554328,21096114,42179815,105407386,210781412,421556488,205556,396520,784277,1172748,1949689,3891329,9709982,19408425,38805430,96974795,193918899,387831969,,,,
2010-09-16,222912,430000,850497,1271768,2114310,4219891,10529840,21047167,42081950,105162821,210292360,420578399,205079,395600,782457,1170027,1945165,3882300,9687453,19363394,38715394,96749795,193468971,386932127,,,,
2010-09-17,224986,434000,858409,1283598,2133978,4259146,10627792,21242955,42473410,106141080,212248568,424490756,206987,399280,789736,1180910,1963260,3918414,9777569,19543519,39075537,97649794,195268683,390531496,,,,
2010-09-20,224467,433000,856431,1280641,2129061,4249332,10603304,21194008,42375545,105896515,211759516,423512667,206510,398360,787917,1178190,1958736,3909385,9755040,19498487,38985501,97424794,194818755,389631654,,,,
2010-09-21,224467,433000,856431,1280641,2129061,4249332,10603304,21194008,42375545,105896515,211759516,423512667,206510,398360,787917,1178190,1958736,3909385,9755040,19498487,38985501,97424794,194818755,389631654,,,,
2010-09-22,226022,436000,862364,1289514,2143812,4278773,10676768,21340848,42669140,106630209,213226672,426446935,207940,401120,793375,1186353,1972307,3936471,9822627,19633580,39255609,98099792,196168538,392331180,,,,
2010-09-23,226541,437000,864342,1292471,2148729,4288587,10701256,21389795,42767005,106874774,213715724,427425024,208418,402040,795195,1189073,1976831,3945500,9845156,19678611,39345645,98324792,196618466,393231022,,,,
2010-09-24,226022,436000,862364,1289514,2143812,4278773,10676768,21340848,42669140,106630209,213226672,426446935,207940,401120,793375,1186353,1972307,3936471,9822627,19633580,39255609,98099792,196168538,392331180,,,,
2010-09-27,227059,438000,866320,1295429,2153646,4298401,10725744,21438742,42864870,107119339,214204776,428403113,208894,402960,797014,1191795,1981354,3954529,9867684,19723643,39435680,98549792,197068394,394130864,,,,
2010-09-28,226541,437000,864342,1292471,2148729,4288587,10701256,21389795,42767005,106874774,213715724,427425024,208418,402040,795195,1189073,1976831,3945500,9845156,19678611,39345645,98324792,196618466,393231022,,,,
2010-09-29,229133,442000,874232,1307259,2173314,4337655,10823696,21634530,43256330,108097597,216160984,432315471,210802,406640,804293,1202678,1999449,3990643,9957800,19903768,39795824,99449789,198868105,397730233,,,,
2010-09-30,229133,442000,874232,1307259,2173314,4337655,10823696,21634530,43256330,108097597,216160984,432315471,210802,406640,804293,1202678,1999449,3990643,9957800,19903768,39795824,99449789,198868105,397730233,,,,
2010-10-01,228614,441000,872254,1304302,2168397,4327842,10799208,21585583,43158465,107853033,215671932,431337381,210325,405720,802474,1199958,1994925,3981615,9935271,19858736,39705788,99224790,198418177,396830391,,,,
2010-10-04,229651,443000,876210,1310217,2178231,4347469,10848184,21683477,43354195,108342162,216650036,433293560,211279,407560,806113,1205400,2003973,3999671,9980329,19948799,39885859,99674789,199318033,398630075,,,,
2010-10-05,229133,442000,874232,1307259,2173314,4337655,10823696,21634530,43256330,108097597,216160984,432315471,210802,406640,804293,1202678,1999449,3990643,9957800,19903768,39795824,99449789,198868105,397730233,,,,
2010-10-06,234317,452000,894011,1336835,2222484,4435792,11068576,22123999,44234980,110543244,221051504,442096364,215572,415840,822490,1229888,2044685,4080929,10183090,20354079,40696182,101699784,203367384,406728655,,,,
2010-10-07,234835,453000,895989,1339793,2227401,4445606,11093064,22172946,44332845,110787809,221540556,443074453,216048,416760,824310,1232610,2049209,4089958,10205619,20399110,40786217,101924784,203817312,407628497,,,,
2010-10-08,232243,448000,886099,1325005,2202816,4396538,10970624,21928211,43843520,109564986,219095296,438184006,213664,412160,815211,1219005,2026591,4044815,10092974,20173954,40336038,100799787,201567672,403129286,,,,
2010-10-11,234317,452000,894011,1336835,2222484,4435792,11068576,22123999,44234980,110543244,221051504,442096364,215572,415840,822490,1229888,2044685,4080929,10183090,20354079,40696182,101699784,203367384,406728655,,,,
2010-10-12,234835,453000,895989,1339793,2227401,4445606,11093064,22172946,44332845,110787809,221540556,443074453,216048,416760,824310,1232610,2049209,4089958,10205619,20399110,40786217,101924784,203817312,407628497,,,,
2010-10-13,234835,453000,895989,1339793,2227401,4445606,11093064,22172946,44332845,110787809,221540556,443074453,216048,416760,824310,1232610,2049209,4089958,10205619,20399110,40786217,101924784,203817312,407628497,,,,
2010-10-14,238464,460000,909834,1360496,2261820,4514302,11264480,22515574,45017900,112499762,224963920,449921078,219387,423200,837047,1251656,2080874,4153158,10363322,20714328,41416468,103499781,206966806,413927392,,,,
2010-10-15,238464,460000,909834,1360496,2261820,4514302,11264480,22515574,45017900,112499762,224963920,449921078,219387,423200,837047,1251656,2080874,4153158,10363322,20714328,41416468,103499781,206966806,413927392,,,,
2010-10-18,235872,455000,899944,1345708,2237235,4465234,11142040,22270840,44528575,111276938,222518660,445030632,217002,418600,827948,1238051,2058256,4108015,10250677,20489173,40966289,102374783,204717167,409428181,,,,
2010-10-19,237946,459000,907856,1357538,2256903,4504488,11239992,22466627,44920035,112255197,224474868,448942989,218910,422280,835228,1248935,2076351,4144129,10340793,20669297,41326432,103274781,206516879,413027550,,,,
2010-10-20,232243,448000,886099,1325005,2202816,4396538,10970624,21928211,43843520,109564986,219095296,438184006,213664,412160,815211,1219005,2026591,4044815,10092974,20173954,40336038,100799787,201567672,403129286,,,,
2010-10-21,233798,451000,892033,1333878,2217567,4425979,11044088,22075052,44137115,110298680,220562452,441118274,215094,414920,820670,1227168,2040162,4071901,10160561,20309048,40606146,101474786,202917456,405828812,,,,
2010-10-22,230688,445000,880166,1316132,2188065,4367096,10897160,21781370,43549925,108831292,217628140,435249738,212233,409400,809753,1210841,2013020,4017728,10025387,20038860,40065931,100124789,200217889,400429759,,,,
2010-10-25,231725,447000,884121,1322047,2197899,4386724,10946136,21879264,43745655,109320421,218606244,437205917,213187,411240,813391,1216283,2022067,4035786,10070445,20128923,40246003,100574787,201117744,402229444,,,,
2010-10-26,232762,449000,888077,1327962,2207733,4406351,10995112,21977158,43941385,109809550,219584348,439162096,214141,413080,817031,1221725,2031114,4053843,10115503,20218985,40426074,101024786,202017600,404029128,,,,
2010-10-27,232762,449000,888077,1327962,2207733,4406351,10995112,21977158,43941385,109809550,219584348,439162096,214141,413080,817031,1221725,2031114,4053843,10115503,20218985,40426074,101024786,202017600,404029128,,,,
2010-10-28,230688,445000,880166,1316132,2188065,4367096,10897160,21781370,43549925,108831292,217628140,435249738,212233,409400,809753,1210841,2013020,4017728,10025387,20038860,40065931,100124789,200217889,400429759,,,,
2010-10-29,233280,450000,890055,1330920,2212650,4416165,11019600,22026105,44039250,110054115,220073400,440140185,214618,414000,818851,1224446,2035638,4062872,10138032,20264017,40516110,101249786,202467528,404928970,,,,
